uuid,name,publisher_uuid,file_link,first_seen,pub_date,file_harvest_date
,DWC DwC-Archive,25b6b373-8115-43ee-9fee-a0e1a7262d7f,https://midatlanticherbaria.org/portal/content/dwca/DWC_DwC-A.zip,"""2022-02-01T15:43:57.153578""","""2022-09-02T09:45:49""",
,TCNJ DwC-Archive,25b6b373-8115-43ee-9fee-a0e1a7262d7f,https://midatlanticherbaria.org/portal/content/dwca/TCNJ_DwC-A.zip,"""2022-02-01T15:43:57.153578""","""2022-09-02T09:45:49""",
,USFS-TNF DwC-Archive,a9dfa037-425b-442b-8974-94487c29114e,https://swbiodiversity.org/seinet/content/dwca/USFS-TNF_DwC-A.zip,"""2022-02-01T15:44:00.254331""","""2022-11-04T12:14:36""",
,ZNP DwC-Archive,2daea127-0e40-4756-9762-cdaf0bd78166,https://intermountainbiota.org/portal/content/dwca/ZNP_DwC-A.zip,"""2022-02-01T15:44:07.680404""","""2022-09-02T09:02:15""",
,Bureau of Land Management-ELKOBLM DwC-Archive,2daea127-0e40-4756-9762-cdaf0bd78166,https://intermountainbiota.org/portal/content/dwca/BureauofLandManagement-ELKOBLM_DwC-A.zip,"""2022-02-01T15:44:07.680404""","""2022-09-02T09:02:15""",
,USFWS-FSNWR DwC-Archive,2daea127-0e40-4756-9762-cdaf0bd78166,https://intermountainbiota.org/portal/content/dwca/USFWS-FSNWR_DwC-A.zip,"""2022-02-01T15:44:07.680404""","""2022-09-02T09:02:15""",
,SJFM DwC-Archive,4e1beef9-d7c0-4ac0-87df-065bc5a55361,https://bryophyteportal.org/portal/content/dwca/SJFM_DwC-A.zip,"""2022-02-01T15:44:10.302817""","""2022-12-08T10:42:28""",
,WNC DwC-Archive,4e1beef9-d7c0-4ac0-87df-065bc5a55361,https://bryophyteportal.org/portal/content/dwca/WNC_DwC-A.zip,"""2022-02-01T15:44:10.302817""","""2022-12-08T10:42:28""",
,Harvard University-NEBC DwC-Archive,4e1beef9-d7c0-4ac0-87df-065bc5a55361,https://bryophyteportal.org/portal/content/dwca/HarvardUniversity-NEBC_DwC-A.zip,"""2022-02-01T15:44:10.302817""","""2022-12-08T10:42:28""",
,CIBO DwC-Archive,fcf1b14b-c5ed-4cf7-bddd-b4d42758340d,https://www.soroherbaria.org/portal/content/dwca/CIBO_DwC-A.zip,"""2022-02-01T16:49:10.556563""","""2022-02-01T08:48:49""",
,USFS-BNFH DwC-Archive,fcf1b14b-c5ed-4cf7-bddd-b4d42758340d,https://www.soroherbaria.org/portal/content/dwca/USFS-BNFH_DwC-A.zip,"""2022-02-01T16:49:10.556563""","""2022-02-01T08:48:49""",
,PUSC DwC-Archive,fcf1b14b-c5ed-4cf7-bddd-b4d42758340d,https://www.soroherbaria.org/portal/content/dwca/PUSC_DwC-A.zip,"""2022-02-01T16:49:10.556563""","""2022-02-01T08:48:49""",
,NPS-FOLA DwC-Archive,fcf1b14b-c5ed-4cf7-bddd-b4d42758340d,https://www.soroherbaria.org/portal/content/dwca/NPS-FOLA_DwC-A.zip,"""2022-02-01T16:49:10.556563""","""2022-02-01T08:48:49""",
,NPS-DETO DwC-Archive,fcf1b14b-c5ed-4cf7-bddd-b4d42758340d,https://www.soroherbaria.org/portal/content/dwca/NPS-DETO_DwC-A.zip,"""2022-02-01T16:49:10.556563""","""2022-02-01T08:48:49""",
,NTSC DwC-Archive,a9684883-ce9b-4be1-9841-b063fc69e163,https://portal.torcherbaria.org/portal/content/dwca/NTSC_DwC-A.zip,"""2022-02-01T16:49:32.962076""","""2022-09-02T09:12:35""",
,TAES DwC-Archive,a9684883-ce9b-4be1-9841-b063fc69e163,https://portal.torcherbaria.org/portal/content/dwca/TAES_DwC-A.zip,"""2022-02-01T16:49:32.962076""","""2022-12-07T10:16:20""",
,OKL DwC-Archive,a9684883-ce9b-4be1-9841-b063fc69e163,https://portal.torcherbaria.org/portal/content/dwca/OKL_DwC-A.zip,"""2022-02-01T16:49:32.962076""","""2022-09-02T09:12:35""",
,PAUH DwC-Archive,a9684883-ce9b-4be1-9841-b063fc69e163,https://portal.torcherbaria.org/portal/content/dwca/PAUH_DwC-A.zip,"""2022-02-01T16:49:32.962076""","""2022-09-02T09:12:35""",
,"Global Register of Introduced and Invasive Species - Alaska, United States - Version 1.1",5ee0c6b1-b9f6-4f62-8029-f970eae13200,https://bison.usgs.gov/ipt/archive.do?r=akriis,"""2022-02-02T03:43:38.411611""","""2022-11-21T16:08:21""",
,"Global Register of Introduced and Invasive Species - Hawaii, United States - Version 1.0",5ee0c6b1-b9f6-4f62-8029-f970eae13200,https://bison.usgs.gov/ipt/archive.do?r=hiriis,"""2022-02-03T04:22:27.905369""","""2022-11-21T17:01:03""",
,Global Register of Introduced and Invasive Species - United States (Contiguous) V2.0 - Version 1.0,5ee0c6b1-b9f6-4f62-8029-f970eae13200,https://bison.usgs.gov/ipt/archive.do?r=l48riis,"""2022-02-05T04:53:14.600163""","""2022-11-21T17:12:53""",
83e58b37-f8f8-4318-873e-4fa2e4c47681,"California State University, Long Beach Benthic Invertebrates - Version 1.4",842a2bb5-d705-4d6c-8401-abf3ca28c05d,http://ipt.vertnet.org:8080/ipt/archive.do?r=csulb_benthicinv,"""2022-02-16T18:25:08.688258""","""2022-02-16T17:48:32""","""2022-02-23T20:52:40.53137"""
,First record of a gynandromorph Hylaeus modestus (Say) (Hymenoptera: Colletidae) - Version 1.0,36b3c4ad-dc51-4946-8f6d-4ac88b76657a,https://data.canadensys.net/ipt/archive.do?r=rlco-hylaeusgynandromorphspecimen,"""2022-02-18T15:26:58.298861""","""2022-04-29T20:00:24""",
,VCU-ENT DwC-Archive,076c0ff6-65e9-48a5-8e4b-2447936f9a1c,https://scan-bugs.org:443/portal/content/dwca/VCU-ENT_DwC-A.zip,"""2022-02-23T02:21:01.143727""","""2022-10-06T10:28:03""",
,Presence-absence of plant habitat specialists in 15 patches - Version 1.7,fe1636ab-bdc4-4b23-a104-294e9e7c3bfa,https://ipt.gbif.no/archive.do?r=geco-plant-habitat-specialists-15-patches,"""2022-02-23T13:07:27.519126""","""2022-10-10T20:24:25""",
,NEON ticks sampled using drag cloths and tick pathogen status - Version 1.2,5ee0c6b1-b9f6-4f62-8029-f970eae13200,https://bison.usgs.gov/ipt/archive.do?r=neon-tick-abundance-diversity-pathogen-data,"""2022-02-23T15:13:07.441494""","""2022-02-22T20:39:52""",
,Castniidae - Version 1.0,47dc2b5f-2c3f-485c-a9dd-e1ba77d88551,https://ipt.gbif.fr/archive.do?r=castniidae,"""2022-02-24T15:02:25.042018""","""2022-02-24T16:29:05""",
,Coleção Entomológica Ana Leuch Lozovei - Version 1.0,ec58fca2-5760-4dcf-8943-130a5af5f1fe,https://ipt.sibbr.gov.br/taxonline/archive.do?r=ufpr_colpar_dpat_01,"""2022-02-25T12:30:18.085949""","""2022-05-09T18:26:35""",
,Bird TEST dataset from Windmills monitoring and WESTBANKS - Version 1.4,ac89daf3-2192-4b01-896f-4f7ea4edac2f,https://ipt.naturalsciences.be/archive.do?r=winmon_test_for_inbo,"""2022-03-01T13:18:15.122022""","""2021-01-18T15:21:31""",
,YM DwC-Archive,efd00b2c-5ade-4a90-a95a-3f9188fcfa71,https://lichenportal.org/cnalh/content/dwca/YM_DwC-A.zip,"""2022-03-01T16:26:27.10048""","""2022-12-08T10:44:14""",
,WNC DwC-Archive,efd00b2c-5ade-4a90-a95a-3f9188fcfa71,https://lichenportal.org/cnalh/content/dwca/WNC_DwC-A.zip,"""2022-03-01T16:26:27.10048""","""2022-12-08T10:44:14""",
,UWO DwC-Archive,efd00b2c-5ade-4a90-a95a-3f9188fcfa71,https://lichenportal.org/cnalh/content/dwca/UWO_DwC-A.zip,"""2022-03-01T16:26:27.10048""","""2022-12-08T10:44:14""",
,UNA DwC-Archive,efd00b2c-5ade-4a90-a95a-3f9188fcfa71,https://lichenportal.org/cnalh/content/dwca/UNA_DwC-A.zip,"""2022-03-01T16:26:27.10048""","""2022-12-08T10:44:14""",
,KIRI DwC-Archive,efd00b2c-5ade-4a90-a95a-3f9188fcfa71,https://lichenportal.org/cnalh/content/dwca/KIRI_DwC-A.zip,"""2022-03-01T16:26:27.10048""","""2022-12-08T10:44:14""",
,GB DwC-Archive,efd00b2c-5ade-4a90-a95a-3f9188fcfa71,https://lichenportal.org/cnalh/content/dwca/GB_DwC-A.zip,"""2022-03-01T16:26:27.10048""","""2022-03-01T09:04:03""",
,STNF DwC-Archive,efd00b2c-5ade-4a90-a95a-3f9188fcfa71,https://lichenportal.org/cnalh/content/dwca/STNF_DwC-A.zip,"""2022-03-01T16:26:27.10048""","""2022-12-08T10:44:14""",
,SNM DwC-Archive,efd00b2c-5ade-4a90-a95a-3f9188fcfa71,https://lichenportal.org/cnalh/content/dwca/SNM_DwC-A.zip,"""2022-03-01T16:26:27.10048""","""2022-12-08T10:44:14""",
,LKHD DwC-Archive,efd00b2c-5ade-4a90-a95a-3f9188fcfa71,https://lichenportal.org/cnalh/content/dwca/LKHD_DwC-A.zip,"""2022-03-01T16:26:27.10048""","""2022-12-08T10:44:14""",
,CANB DwC-Archive,efd00b2c-5ade-4a90-a95a-3f9188fcfa71,https://lichenportal.org/cnalh/content/dwca/CANB_DwC-A.zip,"""2022-03-01T16:26:27.10048""","""2022-03-01T09:04:03""",
,ILLS DwC-Archive,efd00b2c-5ade-4a90-a95a-3f9188fcfa71,https://lichenportal.org/cnalh/content/dwca/ILLS_DwC-A.zip,"""2022-03-01T16:26:27.10048""","""2022-12-08T10:44:14""",
,ILL DwC-Archive,efd00b2c-5ade-4a90-a95a-3f9188fcfa71,https://lichenportal.org/cnalh/content/dwca/ILL_DwC-A.zip,"""2022-03-01T16:26:27.10048""","""2022-12-08T10:44:14""",
,Harvard University-NEBC DwC-Archive,efd00b2c-5ade-4a90-a95a-3f9188fcfa71,https://lichenportal.org/cnalh/content/dwca/HarvardUniversity-NEBC_DwC-A.zip,"""2022-03-01T16:26:27.10048""","""2022-12-08T10:44:14""",
,C-L DwC-Archive,efd00b2c-5ade-4a90-a95a-3f9188fcfa71,https://lichenportal.org/cnalh/content/dwca/C-L_DwC-A.zip,"""2022-03-01T16:26:27.10048""","""2022-04-01T15:32:14""",
,INM DwC-Archive,efd00b2c-5ade-4a90-a95a-3f9188fcfa71,https://lichenportal.org/cnalh/content/dwca/INM_DwC-A.zip,"""2022-03-01T16:26:27.10048""","""2022-03-01T09:04:03""",
,MEXU DwC-Archive,efd00b2c-5ade-4a90-a95a-3f9188fcfa71,https://lichenportal.org/cnalh/content/dwca/MEXU_DwC-A.zip,"""2022-03-01T16:26:27.10048""","""2022-04-01T15:32:14""",
,NFLD DwC-Archive,efd00b2c-5ade-4a90-a95a-3f9188fcfa71,https://lichenportal.org/cnalh/content/dwca/NFLD_DwC-A.zip,"""2022-03-01T16:26:27.10048""","""2022-04-01T15:32:14""",
,SMNH DwC-Archive,efd00b2c-5ade-4a90-a95a-3f9188fcfa71,https://lichenportal.org/cnalh/content/dwca/SMNH_DwC-A.zip,"""2022-03-01T16:26:27.10048""","""2022-03-01T09:04:03""",
,TNS-L DwC-Archive,efd00b2c-5ade-4a90-a95a-3f9188fcfa71,https://lichenportal.org/cnalh/content/dwca/TNS-L_DwC-A.zip,"""2022-03-01T16:26:27.10048""","""2022-04-01T15:32:14""",
,NLH-L DwC-Archive,efd00b2c-5ade-4a90-a95a-3f9188fcfa71,https://lichenportal.org/cnalh/content/dwca/NLH-L_DwC-A.zip,"""2022-03-01T16:26:27.10048""","""2022-03-01T09:04:03""",
,LD DwC-Archive,efd00b2c-5ade-4a90-a95a-3f9188fcfa71,https://lichenportal.org/cnalh/content/dwca/LD_DwC-A.zip,"""2022-03-01T16:26:27.10048""","""2022-03-01T09:04:03""",
,UME-L DwC-Archive,efd00b2c-5ade-4a90-a95a-3f9188fcfa71,https://lichenportal.org/cnalh/content/dwca/UME-L_DwC-A.zip,"""2022-03-01T16:26:27.10048""","""2022-03-01T09:04:03""",
,TROM-L DwC-Archive,efd00b2c-5ade-4a90-a95a-3f9188fcfa71,https://lichenportal.org/cnalh/content/dwca/TROM-L_DwC-A.zip,"""2022-03-01T16:26:27.10048""","""2022-03-01T09:04:03""",
,SBT DwC-Archive,efd00b2c-5ade-4a90-a95a-3f9188fcfa71,https://lichenportal.org/cnalh/content/dwca/SBT_DwC-A.zip,"""2022-03-01T16:26:27.10048""","""2022-03-01T09:04:03""",
,PC DwC-Archive,efd00b2c-5ade-4a90-a95a-3f9188fcfa71,https://lichenportal.org/cnalh/content/dwca/PC_DwC-A.zip,"""2022-03-01T16:26:27.10048""","""2022-03-01T09:04:03""",
,OHN-L DwC-Archive,efd00b2c-5ade-4a90-a95a-3f9188fcfa71,https://lichenportal.org/cnalh/content/dwca/OHN-L_DwC-A.zip,"""2022-03-01T16:26:27.10048""","""2022-03-01T09:04:03""",
,MW DwC-Archive,efd00b2c-5ade-4a90-a95a-3f9188fcfa71,https://lichenportal.org/cnalh/content/dwca/MW_DwC-A.zip,"""2022-03-01T16:26:27.10048""","""2022-03-01T09:04:03""",
,S DwC-Archive,efd00b2c-5ade-4a90-a95a-3f9188fcfa71,https://lichenportal.org/cnalh/content/dwca/S_DwC-A.zip,"""2022-03-01T16:26:27.10048""","""2022-03-01T09:04:03""",
,HXC DwC-Archive,4e1beef9-d7c0-4ac0-87df-065bc5a55361,https://bryophyteportal.org/portal/content/dwca/HXC_DwC-A.zip,"""2022-03-01T17:35:12.943627""","""2022-12-08T10:42:28""",
,TOYA DwC-Archive,4e1beef9-d7c0-4ac0-87df-065bc5a55361,https://bryophyteportal.org/portal/content/dwca/TOYA_DwC-A.zip,"""2022-03-01T17:35:12.943627""","""2022-03-01T09:43:09""",
,UCR-Bryophytes DwC-Archive,4e1beef9-d7c0-4ac0-87df-065bc5a55361,https://bryophyteportal.org/portal/content/dwca/UCR-Bryophytes_DwC-A.zip,"""2022-03-01T17:35:12.943627""","""2022-12-08T10:42:28""",
,STNF DwC-Archive,4e1beef9-d7c0-4ac0-87df-065bc5a55361,https://bryophyteportal.org/portal/content/dwca/STNF_DwC-A.zip,"""2022-03-01T17:35:12.943627""","""2022-12-08T10:42:28""",
,MONTU DwC-Archive,4e1beef9-d7c0-4ac0-87df-065bc5a55361,https://bryophyteportal.org/portal/content/dwca/MONTU_DwC-A.zip,"""2022-03-01T17:35:12.943627""","""2022-12-08T10:42:28""",
,UC DwC-Archive,4e1beef9-d7c0-4ac0-87df-065bc5a55361,https://bryophyteportal.org/portal/content/dwca/UC_DwC-A.zip,"""2022-03-01T17:35:12.943627""","""2022-05-02T09:04:42""",
,ILLS DwC-Archive,4e1beef9-d7c0-4ac0-87df-065bc5a55361,https://bryophyteportal.org/portal/content/dwca/ILLS_DwC-A.zip,"""2022-03-01T17:35:12.943627""","""2022-12-08T10:42:28""",
,ILL DwC-Archive,4e1beef9-d7c0-4ac0-87df-065bc5a55361,https://bryophyteportal.org/portal/content/dwca/ILL_DwC-A.zip,"""2022-03-01T17:35:12.943627""","""2022-12-08T10:42:28""",
,CHR DwC-Archive,4e1beef9-d7c0-4ac0-87df-065bc5a55361,https://bryophyteportal.org/portal/content/dwca/CHR_DwC-A.zip,"""2022-03-01T17:35:12.943627""","""2022-03-01T09:43:09""",
,WTU-Bryophytes DwC-Archive,4e1beef9-d7c0-4ac0-87df-065bc5a55361,https://bryophyteportal.org/portal/content/dwca/WTU-Bryophytes_DwC-A.zip,"""2022-03-01T17:35:12.943627""","""2022-12-08T10:42:28""",
,USMS DwC-Archive,4e1beef9-d7c0-4ac0-87df-065bc5a55361,https://bryophyteportal.org/portal/content/dwca/USMS_DwC-A.zip,"""2022-03-01T17:35:12.943627""","""2022-12-08T10:42:28""",
,USCH DwC-Archive,4e1beef9-d7c0-4ac0-87df-065bc5a55361,https://bryophyteportal.org/portal/content/dwca/USCH_DwC-A.zip,"""2022-03-01T17:35:12.943627""","""2022-12-08T10:42:28""",
,RUBC-RUAC_ENT DwC-Archive,076c0ff6-65e9-48a5-8e4b-2447936f9a1c,https://scan-bugs.org:443/portal/content/dwca/RUBC-RUAC_ENT_DwC-A.zip,"""2022-03-02T19:53:39.137856""","""2022-10-06T10:28:03""",
,Large wild mammals in Ferlo (North of Senegal) - Version 1.1,47dc2b5f-2c3f-485c-a9dd-e1ba77d88551,https://ipt.gbif.fr/archive.do?r=largewildmammals_ferlo,"""2022-03-07T13:48:04.739431""","""2022-03-09T14:48:17""",
,"Species lists for benthic communities of Norwegian fjords from environmental surveys (data used in Sen et al. Estuarine, Coastal and Shelf Science 2022) - Version 1.0",fe1636ab-bdc4-4b23-a104-294e9e7c3bfa,https://ipt.gbif.no/archive.do?r=benthos_species_norwegian_fjords_sen_etal_ecss_2022,"""2022-03-07T14:53:10.558804""","""2022-03-14T16:33:19""",
,KANU DwC-Archive,d6f2ff48-a362-4406-93ab-fdf7f140253b,https://ngpherbaria.org/portal/content/dwca/KANU_DwC-A.zip,"""2022-03-07T17:02:46.200073""","""2022-09-02T10:53:22""",
,"Bat species occurrences in Nyungwe National Park, Rwanda - Version 1.9",842a2bb5-d705-4d6c-8401-abf3ca28c05d,http://ipt.vertnet.org:8080/ipt/archive.do?r=bci_rwanda,"""2022-03-07T17:02:47.310945""","""2022-03-07T16:47:42""",
,TFBLM Vascular Plants DwC-Archive,376fa211-e1b1-436c-937e-316a9d6bbd85,http://www.pnwherbaria.org/data/getdataset.php?File=TFBLM_Vascular_DwCA.zip,"""2022-03-08T12:31:55.718546""","""2022-11-18T11:04:11""",
,APCR DwC-Archive,42f2a0a4-5981-4874-88d5-9efb1e8d52c9,https://sernecportal.org/portal/content/dwca/APCR_DwC-A.zip,"""2022-03-08T13:36:53.946456""","""2022-09-02T11:15:18""",
,SEF Vascular Plants DwC-Archive,376fa211-e1b1-436c-937e-316a9d6bbd85,http://www.pnwherbaria.org/data/getdataset.php?File=SEF_Vascular_DwCA.zip,"""2022-03-09T12:14:17.819709""","""2022-11-18T11:04:11""",
,SAJH Vascular Plants DwC-Archive,376fa211-e1b1-436c-937e-316a9d6bbd85,http://www.pnwherbaria.org/data/getdataset.php?File=SAJH_Vascular_DwCA.zip,"""2022-03-09T12:14:17.819709""","""2022-11-18T11:04:11""",
,UNL-NSM DwC-Archive,076c0ff6-65e9-48a5-8e4b-2447936f9a1c,https://scan-bugs.org:443/portal/content/dwca/UNL-NSM_DwC-A.zip,"""2022-03-11T19:46:03.305194""","""2022-10-06T10:28:02""",
