"","name","publisher_uuid","file_link","pub_date"
"74","UARK DwC-Archive","4e1beef9-d7c0-4ac0-87df-065bc5a55361","https://bryophyteportal.org/portal/content/dwca/UARK_DwC-A.zip","2022-12-08 10:42:28"
"75","UCR-Bryophytes DwC-Archive","4e1beef9-d7c0-4ac0-87df-065bc5a55361","https://bryophyteportal.org/portal/content/dwca/UCR-Bryophytes_DwC-A.zip","2022-12-08 10:42:28"
"76","UCSC DwC-Archive","4e1beef9-d7c0-4ac0-87df-065bc5a55361","https://bryophyteportal.org/portal/content/dwca/UCSC_DwC-A.zip","2022-12-08 10:42:28"
"77","UConn-CONN DwC-Archive","4e1beef9-d7c0-4ac0-87df-065bc5a55361","https://bryophyteportal.org/portal/content/dwca/UConn-CONN_DwC-A.zip","2022-12-08 10:42:28"
"78","UNAF DwC-Archive","4e1beef9-d7c0-4ac0-87df-065bc5a55361","https://bryophyteportal.org/portal/content/dwca/UNAF_DwC-A.zip","2022-12-08 10:42:28"
"79","UNCA DwC-Archive","4e1beef9-d7c0-4ac0-87df-065bc5a55361","https://bryophyteportal.org/portal/content/dwca/UNCA_DwC-A.zip","2022-12-08 10:42:28"
"80","UNLV DwC-Archive","4e1beef9-d7c0-4ac0-87df-065bc5a55361","https://bryophyteportal.org/portal/content/dwca/UNLV_DwC-A.zip","2022-12-08 10:42:28"
"81","UNM-Bryophytes DwC-Archive","4e1beef9-d7c0-4ac0-87df-065bc5a55361","https://bryophyteportal.org/portal/content/dwca/UNM-Bryophytes_DwC-A.zip","2022-12-08 10:42:28"
"82","US DwC-Archive","4e1beef9-d7c0-4ac0-87df-065bc5a55361","https://bryophyteportal.org/portal/content/dwca/US_DwC-A.zip","2022-12-08 10:42:28"
"83","USCH DwC-Archive","4e1beef9-d7c0-4ac0-87df-065bc5a55361","https://bryophyteportal.org/portal/content/dwca/USCH_DwC-A.zip","2022-12-08 10:42:28"
"84","USMS DwC-Archive","4e1beef9-d7c0-4ac0-87df-065bc5a55361","https://bryophyteportal.org/portal/content/dwca/USMS_DwC-A.zip","2022-12-08 10:42:28"
"85","USU-UTC DwC-Archive","4e1beef9-d7c0-4ac0-87df-065bc5a55361","https://bryophyteportal.org/portal/content/dwca/USU-UTC_DwC-A.zip","2022-12-08 10:42:28"
"86","UWEC DwC-Archive","4e1beef9-d7c0-4ac0-87df-065bc5a55361","https://bryophyteportal.org/portal/content/dwca/UWEC_DwC-A.zip","2022-12-08 10:42:28"
"87","UWO DwC-Archive","4e1beef9-d7c0-4ac0-87df-065bc5a55361","https://bryophyteportal.org/portal/content/dwca/UWO_DwC-A.zip","2022-12-08 10:42:28"
"88","UWSP DwC-Archive","4e1beef9-d7c0-4ac0-87df-065bc5a55361","https://bryophyteportal.org/portal/content/dwca/UWSP_DwC-A.zip","2022-12-08 10:42:28"
"89","VT DwC-Archive","4e1beef9-d7c0-4ac0-87df-065bc5a55361","https://bryophyteportal.org/portal/content/dwca/VT_DwC-A.zip","2022-12-08 10:42:28"
"90","WCUH-Bryophytes DwC-Archive","4e1beef9-d7c0-4ac0-87df-065bc5a55361","https://bryophyteportal.org/portal/content/dwca/WCUH-Bryophytes_DwC-A.zip","2022-12-08 10:42:28"
"91","WIS DwC-Archive","4e1beef9-d7c0-4ac0-87df-065bc5a55361","https://bryophyteportal.org/portal/content/dwca/WIS_DwC-A.zip","2022-12-08 10:42:28"
"92","WNC DwC-Archive","4e1beef9-d7c0-4ac0-87df-065bc5a55361","https://bryophyteportal.org/portal/content/dwca/WNC_DwC-A.zip","2022-12-08 10:42:28"
"93","WSCO DwC-Archive","4e1beef9-d7c0-4ac0-87df-065bc5a55361","https://bryophyteportal.org/portal/content/dwca/WSCO_DwC-A.zip","2022-12-08 10:42:28"
"94","WTU-Bryophytes DwC-Archive","4e1beef9-d7c0-4ac0-87df-065bc5a55361","https://bryophyteportal.org/portal/content/dwca/WTU-Bryophytes_DwC-A.zip","2022-12-08 10:42:28"
"95","WVA DwC-Archive","4e1beef9-d7c0-4ac0-87df-065bc5a55361","https://bryophyteportal.org/portal/content/dwca/WVA_DwC-A.zip","2022-12-08 10:42:28"
"96","YM DwC-Archive","4e1beef9-d7c0-4ac0-87df-065bc5a55361","https://bryophyteportal.org/portal/content/dwca/YM_DwC-A.zip","2022-12-08 10:42:28"
"item","COLO-V DwC-Archive","0e9cc971-a4d7-4df2-af25-66091fcf4f61","https://botanydb.colorado.edu:443/content/dwca/COLO-V_DwC-A.zip","2022-11-01 13:53:04"
"1100","Nansen Legacy Q4 ice algae biodiversity - Version 1.1","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=aen-q4-ice-algae","2022-12-13 14:50:03"
"277","Nansen Legacy JC2-1 ice algae biodiversity - Version 1.2","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=aen-jc2-1-ice-algae","2022-12-13 14:58:13"
"310","Nansen Legacy Q4 phytoplankton biodiversity - Version 1.1","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=aen-q4-phytoplankton","2022-12-13 15:10:59"
"410","Nansen Legacy Q2 phytoplankton biodiversity - Version 1.2","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=aen-q2-phytoplankton-biodiversity","2022-12-13 15:09:34"
"510","Nansen Legacy Q1 ice algae biodiversity - Version 1.1","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=aen-q1-ice-algae","2022-12-13 15:01:37"
"610","Nansen Legacy JC1 phytoplankton biodiversity - Version 1.1","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=aen-jc1-phytoplankton","2022-12-13 15:07:51"
"710","Nansen Legacy Q4 mesozooplankton biodiversity - Version 1.1","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=aen-q4-mesozooplankton","2022-10-26 10:51:11"
"810","Nansen Legacy JC1 mesozooplankton biodiversity - Version 1.3","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=aen-jc1-event","2022-10-26 10:47:30"
"910","Nansen Legacy Q3 mesozooplankton biodiversity - Version 1.1","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=aen-q3-mesozooplankton","2022-10-26 10:42:21"
"1010","Nansen Legacy Q2 mesozooplankton biodiversity - Version 1.3","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=aen-q2-mesozooplankton","2022-10-26 10:45:56"
"1110","Nansen Legacy JC2-1 mesozooplankton biodiversity - Version 1.2","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=aen-jc2-1-mesozooplankton","2022-10-26 10:44:17"
"1210","Nansen Legacy JC2-1 phytoplankton biodiversity - Version 1.1","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=aen-jc2-1-phytoplankton","2022-12-13 15:14:10"
"1310","Nansen Legacy Q3 ice algae biodiversity - Version 1.1","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=aen-q3-ice-algae","2022-12-13 14:53:16"
"1410","Nansen Legacy Q1 phytoplankton biodiversity - Version 1.1","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=aen-q1-phytoplankton","2022-12-13 15:12:12"
"1510","Nansen Legacy Q1 mesozooplankton biodiversity - Version 1.2","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=aen-q1-mesozooplankton","2022-12-14 12:05:05"
"1610","Nansen Legacy JC1 phytoplankton biodiversity - Version 1.0","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=aen-jc1-ice-algae","2022-12-13 17:38:16"
"1710","Nansen Legacy Q2 ice algae biodiversity - Version 1.0","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=aen-q2-ice-algae","2022-12-15 12:49:53"
"1810","Algae, Norwegian College of Fishery Science - Version 1.1021","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=nfh_algae","2022-12-15 16:01:26"
"1910","Environmental Monitoring database (MOD) DNV - Version 1.13","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=dnv","2022-12-15 13:33:41"
"2010","Lichen herbarium TRH, NTNU University Museum - Version 10.2002","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=trh_lichens","2022-12-15 13:21:43"
"2110","Algae collection, Oslo (O) UiO - Version 1.877","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=algae_o","2022-12-15 12:00:13"
"2210","Bryophyte herbarium, The Arctic University Museum of Norway (TROM) - Version 1.2045","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=trom_bryophytes","2022-12-15 10:44:11"
"2310","Entomology, Oslo (O) UiO - Version 1.2068","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=o_lepidoptera","2022-12-15 09:55:30"
"2410","Lichen herbarium, Oslo (O) UiO - Version 1.2070","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=o_lichens","2022-12-15 09:51:29"
"2510","Fungarium, Oslo (O) UiO - Version 1.2051","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=o_fungi","2022-12-15 09:14:47"
"2610","Bryophyte Herbarium, Oslo (O) UiO - Version 1.2095","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=o_bryophytes","2022-12-15 08:48:26"
"278","Bryophyte herbarium TRH, NTNU University Museum - Version 1.2329","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=trh_b","2022-12-15 05:15:15"
"281","Entomological collections, UiB - Version 1.2141","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=entomology_zmbn","2022-12-15 04:56:24"
"291","Algae herbarium TRH, NTNU University Museum - Version 11.2393","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=trh_algae","2022-12-15 04:39:04"
"301","Mycology herbarium TRH, NTNU University Museum - Version 29.2066","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=trh_f","2022-12-15 04:38:53"
"311","Lichen herbarium, The Arctic University Museum of Norway (TROM) - Version 1.2070","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=trom_lichens","2022-12-15 04:38:32"
"321","Algae Herbarium (KMN) UiA - Version 1.2066","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=kmn_alge","2022-12-15 04:37:11"
"331","Entomology collection, UiT TromsÃ¸ Museum - Version 1.1532","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=trom_entomology","2022-12-15 04:35:01"
"341","Vascular Plant Herbarium, Oslo (O) UiO - Version 1.2034","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=o_vascular","2022-12-15 01:02:50"
"351","Vascular plant herbarium (KMN) UiA - Version 1.2058","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=kmn_vascular","2022-12-15 00:00:49"
"361","Vascular plant herbarium TRH, NTNU University Museum - Version 30.2095","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=trh_v","2022-12-15 00:00:38"
"371","Invertebrate collections, UiB - Version 1.768","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=uib-marine-invertebrates","2022-12-15 00:00:17"
"381","Biofokus - Version 1.2236","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=biofokus","2022-12-15 00:00:48"
"391","Vascular plant herbarium, The Arctic University Museum of Norway (TROM) - Version 1.2039","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=trom_vascular","2022-12-15 00:00:38"
"401","NHMO Mammal collection - Version 31.347","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=o_mammals","2022-12-13 10:59:41"
"411","NHMO Bird collection - Version 1.185","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=birds","2022-12-12 13:44:44"
"421","Nature-type mapping in Norway (Vestfold and Telemark) 2022 - Version 1.0","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=nras_naturetypemapping_2022","2022-12-12 10:41:20"
"431","NHMO DNA Bank Fish and Herptile collection - Version 1.153","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=o_dna_fish_herptiles","2022-12-12 08:48:27"
"441","NHMO DNA Bank Other groups collection - Version 1.147","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=o_dna_other","2022-12-12 08:13:56"
"451","NHMO DNA Bank Vascular plants collection - Version 1.149","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=o_dna_plants","2022-12-12 00:00:28"
"461","Cnidaria and Ctenophora (TSZR) The Arctic University Museum of Norway - Version 1.14","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=uit-tsz-r","2022-12-11 11:34:34"
"471","NHMO DNA Bank Arthropod collection - Version 1.147","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=o_dna_arthropods","2022-12-09 17:14:14"
"481","NHMO DNA Bank Fungi and Lichens collection - Version 1.149","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=o_dna_fungi_lichens","2022-12-09 05:53:23"
"491","Vascular Plant Herbarium, UiB - Version 4.354","fe1636ab-bdc4-4b23-a104-294e9e7c3bfa","https://ipt.gbif.no/resource?r=bg_vascular","2022-12-09 03:51:07"
